BGC,Unit,Spp,ESuit
IDFxm,IDFxm/09,At,3
IDFxm,IDFxm/09,Pl,3
IDFxm,IDFxm/09,Sx,1
IDFxw,IDFxw/01,At,3
IDFxw,IDFxw/01,Fd,1
IDFxw,IDFxw/01,Py,1
IDFxw,IDFxw/02,Fd,3
IDFxw,IDFxw/02,Py,3
IDFxw,IDFxw/03,Fd,3
IDFxw,IDFxw/03,Py,3
IDFxw,IDFxw/04,At,3
IDFxw,IDFxw/04,Fd,3
IDFxw,IDFxw/04,Py,2
IDFxw,IDFxw/05,At,3
IDFxw,IDFxw/05,Fd,1
IDFxw,IDFxw/06,Act,3
IDFxw,IDFxw/06,At,3
IDFxw,IDFxw/06,Ep,3
IDFxw,IDFxw/06,Fd,1
IDFxw,IDFxw/06,Sx,1
IDFxw,IDFxw/07,Act,3
IDFxw,IDFxw/07,At,3
IDFxw,IDFxw/07,Ep,3
IDFxw,IDFxw/07,Fd,1
IDFxw,IDFxw/07,Sx,1
IDFxx2,IDFxx2/101,Fd,1
IDFxx2,IDFxx2/101,Py,1
IDFxx2,IDFxx2/102,Fd,2
IDFxx2,IDFxx2/102,Py,2
IDFxx2,IDFxx2/103,Fd,1
IDFxx2,IDFxx2/103,Py,1
IDFxx2,IDFxx2/104,Fd,1
IDFxx2,IDFxx2/104,Py,1
IDFxx2,IDFxx2/110,At,2
IDFxx2,IDFxx2/110,Fd,1
IDFxx2,IDFxx2/110,Lw,3
IDFxx2,IDFxx2/110,Py,1
IDFxx2,IDFxx2/111,Act,2
IDFxx2,IDFxx2/111,At,2
IDFxx2,IDFxx2/111,Ep,2
IDFxx2,IDFxx2/111,Fd,1
IDFxx2,IDFxx2/111,Lw,1
IDFxx2,IDFxx2/111,Sx,2
IDFxx2,IDFxx2/112,Act,2
IDFxx2,IDFxx2/112,At,2
IDFxx2,IDFxx2/112,Ep,2
IDFxx2,IDFxx2/112,Sx,2
IDFxxy,IDFxxy/101,Fd,1
IDFxxy,IDFxxy/101,Py,1
IDFxxy,IDFxxy/110,Act,1
IDFxxy,IDFxxy/110,Fd,2
IDFxxy,IDFxxy/110,Py,2
IDFxxy,IDFxxy/110,Ep,2
IDFxxy,IDFxxy/111,Act,1
IDFxxy,IDFxxy/111,Ep,3
IDFxxy,IDFxxy/Gg,X,1
IDFxxz,IDFxxz/101,At,2
IDFxxz,IDFxxz/101,Fd,1
IDFxxz,IDFxxz/101,Py,1
IDFxxz,IDFxxz/102,Jr,1
IDFxxz,IDFxxz/102,Pf,1
IDFxxz,IDFxxz/102,Py,2
IDFxxz,IDFxxz/110,Act,1
IDFxxz,IDFxxz/110,At,1
IDFxxz,IDFxxz/110,Fd,3
IDFxxz,IDFxxz/110,Op,2
IDFxxz,IDFxxz/110,Py,3
IDFxxz,IDFxxz/110,Qm,2
IDFxxz,IDFxxz/111,At,3
IDFxxz,IDFxxz/111,Fd,2
IDFxxz,IDFxxz/111,Sx,1
IDFxxz,IDFxxz/Gg,X,1
IDFxyz,IDFxyz/101,Fd,1
IDFxyz,IDFxyz/101,Py,2
IDFxyz,IDFxyz/102,Fd,2
IDFxyz,IDFxyz/102,Py,1
IDFxyz,IDFxyz/103,Fd,1
IDFxyz,IDFxyz/103,Py,2
IDFxyz,IDFxyz/103,Qg,3
IDFxyz,IDFxyz/110,Bg,2
IDFxyz,IDFxyz/110,Fd,1
IDFxyz,IDFxyz/110,Py,2
IDFxyz,IDFxyz/110,Qg,3
IDFxyz,IDFxyz/111,Act,1
IDFxyz,IDFxyz/111,At,3
IDFxyz,IDFxyz/111,Bg,2
IDFxyz,IDFxyz/111,Fd,3
IGFdmz,IGFdmz/101,Bg,1
IGFdmz,IGFdmz/101,Fd,1
IGFdmz,IGFdmz/101,Py,3
IGFdmz,IGFdmz/102,Fd,1
IGFdmz,IGFdmz/102,Py,1
IGFdmz,IGFdmz/103,Bg,2
IGFdmz,IGFdmz/103,Fd,1
IGFdmz,IGFdmz/103,Py,1
IGFdmz,IGFdmz/110,Bg,1
IGFdmz,IGFdmz/110,Cw,2
IGFdmz,IGFdmz/110,Fd,1
IGFdmz,IGFdmz/110,Hw,3
IGFdmz,IGFdmz/110,Lw,3
IGFdmz,IGFdmz/110,Sx,3
IGFdmz,IGFdmz/111,Bg,1
IGFdmz,IGFdmz/111,Cw,1
IGFdmz,IGFdmz/111,Hw,3
IGFdmz,IGFdmz/111,Sx,3
IGFmmz,IGFmmz/101,At,3
IGFmmz,IGFmmz/101,Bg,1
IGFmmz,IGFmmz/101,Fd,1
IGFmmz,IGFmmz/101,Lw,3
IGFmmz,IGFmmz/101,Pl,2
IGFmmz,IGFmmz/101,Py,2
IGFmmz,IGFmmz/102,Py,1
IGFmmz,IGFmmz/103,Bg,3
IGFmmz,IGFmmz/103,Fd,2
IGFmmz,IGFmmz/103,Py,1
IGFmmz,IGFmmz/110,At,3
IGFmmz,IGFmmz/110,Bg,1
IGFmmz,IGFmmz/110,Fd,2
IGFmmz,IGFmmz/110,Sx,2
IGFmmz,IGFmmz/111,Act,3
IGFmmz,IGFmmz/111,Bg,1
IGFmmz,IGFmmz/111,Sx,2
IGFmwz,IGFmwz/101,Bg,1
IGFmwz,IGFmwz/101,Fd,1
IGFmwz,IGFmwz/101,Py,3
IGFmwz,IGFmwz/102,Bg,3
IGFmwz,IGFmwz/102,Fd,2
IGFmwz,IGFmwz/102,Py,1
IGFmwz,IGFmwz/102,Qg,2
IGFmwz,IGFmwz/103,Bg,1
IGFmwz,IGFmwz/103,Fd,1
IGFmwz,IGFmwz/103,Py,1
IGFmwz,IGFmwz/110,Bg,1
IGFmwz,IGFmwz/110,Cw,3
IGFmwz,IGFmwz/110,Fd,1
IGFmwz,IGFmwz/110,Hw,3
IMAab,IMAab/00,X,1
IMAco,IMAco/00,X,1
IMAun,IMAun/00,X,1
IMAunp,IMAunp/00,X,1
IMAus,IMAus/00,X,1
IWFdcz,IWFdcz/101,Bc,1
IWFdcz,IWFdcz/101,Fd,2
IWFdcz,IWFdcz/101,Oy,2
IWFdcz,IWFdcz/101,Ps,2
IWFdcz,IWFdcz/101,Py,2
IWFdcz,IWFdcz/102,Bc,3
IWFdcz,IWFdcz/102,Pl,2
IWFdcz,IWFdcz/102,Py,1
IWFdcz,IWFdcz/103,Bc,1
IWFdcz,IWFdcz/103,Fd,2
IWFdcz,IWFdcz/103,Oy,3
IWFdcz,IWFdcz/103,Py,1
IWFdcz,IWFdcz/110,At,3
IWFdcz,IWFdcz/110,Bc,1
IWFdcz,IWFdcz/110,Fd,3
IWFdcz,IWFdcz/110,Oy,2
IWFdcz,IWFdcz/110,Py,2
IWFdcz,IWFdcz/111,At,3
IWFdcz,IWFdcz/111,Bc,2
IWFdcz,IWFdcz/111,Pl,1
JPWcop,JPWcop/101,Js,3
JPWcop,JPWcop/101,Ju,1
JPWcop,JPWcop/101,Pe,1
JPWcop,JPWcop/101,Qa,3
JPWcop,JPWcop/103,Fd,3
JPWcop,JPWcop/103,Jr,3
JPWcop,JPWcop/103,Ju,3
JPWcop,JPWcop/103,Om,1
JPWcop,JPWcop/103,Pe,2
JPWcop,JPWcop/103,Qa,2
JPWcop,JPWcop/110,Fd,1
JPWcop,JPWcop/110,Jr,2
JPWcop,JPWcop/110,Ju,2
JPWcop,JPWcop/110,Om,3
JPWcop,JPWcop/110,Pe,1
JPWcop,JPWcop/110,Py,2
JPWcop,JPWcop/110,Qa,2
JPWcop,JPWcop/111,Aa,2
JPWcop,JPWcop/111,Act,1
JPWcop,JPWcop/111,At,1
JPWcop,JPWcop/111,Fd,3
JPWcop,JPWcop/111,Jr,3
JPWcop,JPWcop/111,Ju,3
JPWcop,JPWcop/111,Pe,2
JPWcop,JPWcop/111,Qa,2
JPWcop,JPWcop/Gg,X,1
JPWcoz,JPWcoz/00,X,1
JPWgbz,JPWgbz/101,Ju,1
JPWgbz,JPWgbz/101,Om,3
JPWgbz,JPWgbz/101,Pn,1
JPWgbz,JPWgbz/103,Ju,3
JPWgbz,JPWgbz/103,Om,2
JPWgbz,JPWgbz/103,Pn,3
JPWgbz,JPWgbz/110,Bc,2
JPWgbz,JPWgbz/110,Ju,1
JPWgbz,JPWgbz/110,Om,3
JPWgbz,JPWgbz/110,Pj,3
JPWgbz,JPWgbz/110,Pn,2
JPWgbz,JPWgbz/110,Py,3
JPWgbz,JPWgbz/110,Qa,3
JPWgbz,JPWgbz/111,Bc,3
JPWgbz,JPWgbz/111,Ju,3
JPWgbz,JPWgbz/111,Om,3
JPWgbz,JPWgbz/111,Pn,3
JPWgbz,JPWgbz/111,Qa,3
JPWgbz,JPWgbz/Gg,X,1
JPWnvz,JPWnvz/00,X,1
JPWsrm,JPWsrm/00,X,1
MDCHun,MDCHun/110,Jw,1
MDCHun,MDCHun/110,Pn,1
MDCHun,MDCHun/Gs,X,1
MGPdm,MGPdm/00,X,1
MGPmg,MGPmg/00,X,1
MGPun,MGPun/110,Jr,1
MGPun,MGPun/110,Py,1
MGPun,MGPun/111,Add,2
MGPun,MGPun/111,Jr,1
MGPun,MGPun/111,Py,1
MGPun,MGPun/Gg,X,1
MHdmz,MHdmz/101,Ba,1
MHdmz,MHdmz/101,Fd,3
MHdmz,MHdmz/101,Hm,1
MHdmz,MHdmz/101,Hw,3
MHdmz,MHdmz/101,Pw,2
MHdmz,MHdmz/101,Bp,1
MHdmz,MHdmz/101,Pl,3
MHdmz,MHdmz/102,Ba,1
MHdmz,MHdmz/102,Bl,2
MHdmz,MHdmz/102,Fd,3
MHdmz,MHdmz/102,Hm,1
MHdmz,MHdmz/102,Pw,2
MHdmz,MHdmz/102,Pl,3
MHdmz,MHdmz/110,Ba,1
MHdmz,MHdmz/110,Bl,2
MHdmz,MHdmz/110,Fd,3
MHdmz,MHdmz/110,Hm,1
MHdmz,MHdmz/110,Bp,2
MHdmz,MHdmz/110,Sx,2
MHdmz,MHdmz/110,Yc,3
MHdsz,MHdsz/101,Ba,1
MHdsz,MHdsz/101,Bl,3
MHdsz,MHdsz/101,Hm,1
MHdsz,MHdsz/101,Pw,2
MHdsz,MHdsz/101,Bc,2
MHdsz,MHdsz/101,Bp,3
MHdsz,MHdsz/101,Pl,3
MHdsz,MHdsz/102,Ba,3
MHdsz,MHdsz/102,Bl,2
MHdsz,MHdsz/102,Hm,2
MHdsz,MHdsz/102,Pl,1
MHdsz,MHdsz/102,Pw,3
MHdsz,MHdsz/102,Pa,2
MHdsz,MHdsz/103,Ba,2
MHdsz,MHdsz/103,Bl,3
MHdsz,MHdsz/103,Hm,1
MHdsz,MHdsz/103,Pw,2
MHdsz,MHdsz/103,Pl,3
MHdsz,MHdsz/110,Ba,1
MHdsz,MHdsz/110,Hm,1
MHdsz,MHdsz/110,Sx,2
MHmm1,MHmm1/01,Ba,2
MHmm1,MHmm1/01,Bp,4
MHmm1,MHmm1/01,Hm,1
MHmm1,MHmm1/01,Hw,3
MHmm1,MHmm1/01,Ss,3
MHmm1,MHmm1/01,Sx,3
MHmm1,MHmm1/01,Yc,2
MHmm1,MHmm1/02,Ba,3
MHmm1,MHmm1/02,Hm,3
MHmm1,MHmm1/02,Sx,2
MHmm1,MHmm1/02,Yc,2
MHmm1,MHmm1/03,Ba,2
MHmm1,MHmm1/03,Bp,4
MHmm1,MHmm1/03,Hm,1
MHmm1,MHmm1/03,Hw,3
MHmm1,MHmm1/03,Sx,3
MHmm1,MHmm1/03,Yc,1
MHmm1,MHmm1/04,Ba,2
MHmm1,MHmm1/04,Hm,1
MHmm1,MHmm1/04,Hw,3
MHmm1,MHmm1/04,Yc,1
MHmm1,MHmm1/05,Ba,1
MHmm1,MHmm1/05,Hm,2
MHmm1,MHmm1/05,Hw,3
MHmm1,MHmm1/05,Yc,1
MHmm1,MHmm1/06,Ba,3
MHmm1,MHmm1/06,Hm,2
MHmm1,MHmm1/06,Yc,1
MHmm1,MHmm1/07,Ba,2
MHmm1,MHmm1/07,Hm,2
MHmm1,MHmm1/07,Yc,1
MHmm1,MHmm1/08,Ba,3
MHmm1,MHmm1/08,Hm,2
MHmm1,MHmm1/08,Hw,3
MHmm1,MHmm1/08,Yc,2
MHmm1,MHmm1/09,Ba,3
MHmm1,MHmm1/09,Hm,2
MHmm1,MHmm1/09,Hw,3
MHmm1,MHmm1/09,Yc,2
MHmm2,MHmm2/01,Ba,2
MHmm2,MHmm2/01,Bl,3
MHmm2,MHmm2/01,Bp,4
MHmm2,MHmm2/01,Hm,1
MHmm2,MHmm2/01,Hw,3
MHmm2,MHmm2/01,Sx,2
MHmm2,MHmm2/01,Yc,2
MHmm2,MHmm2/02,Ba,2
MHmm2,MHmm2/02,Bl,3
MHmm2,MHmm2/02,Hm,2
MHmm2,MHmm2/02,Hw,3
MHmm2,MHmm2/02,Sx,2
MHmm2,MHmm2/02,Yc,2
MHmm2,MHmm2/03,Ba,2
MHmm2,MHmm2/03,Bl,3
MHmm2,MHmm2/03,Bp,4
MHmm2,MHmm2/03,Hm,1
MHmm2,MHmm2/03,Hw,3
MHmm2,MHmm2/03,Sx,1
MHmm2,MHmm2/03,Yc,2
MHmm2,MHmm2/04,Ba,2
MHmm2,MHmm2/04,Bl,3
MHmm2,MHmm2/04,Hm,1
MHmm2,MHmm2/04,Hw,3
MHmm2,MHmm2/04,Yc,2
MHmm2,MHmm2/05,Ba,1
MHmm2,MHmm2/05,Bl,3
MHmm2,MHmm2/05,Bp,4
MHmm2,MHmm2/05,Hm,2
MHmm2,MHmm2/05,Hw,3
MHmm2,MHmm2/05,Sx,1
MHmm2,MHmm2/05,Yc,2
MHmm2,MHmm2/06,Ba,3
MHmm2,MHmm2/06,Hm,2
MHmm2,MHmm2/06,Yc,2
MHmm2,MHmm2/07,Ba,2
MHmm2,MHmm2/07,Hm,2
MHmm2,MHmm2/07,Hw,3
MHmm2,MHmm2/07,Sx,1
MHmm2,MHmm2/07,Yc,2
MHmm2,MHmm2/08,Ba,3
MHmm2,MHmm2/08,Bl,5
MHmm2,MHmm2/08,Hm,2
MHmm2,MHmm2/08,Hw,3
MHmm2,MHmm2/08,Yc,2
MHmm2,MHmm2/09,Ba,3
MHmm2,MHmm2/09,Hm,2
MHmm2,MHmm2/09,Hw,3
MHmm2,MHmm2/09,Sx,3
MHmm2,MHmm2/09,Yc,2
MHmmp,MHmmp/d,Hm,3
MHmmp,MHmmp/h,Hm,3
MHmmp,MHmmp/m,Hm,3
MHmmz,MHmmz/101,Ba,1
MHmmz,MHmmz/101,Hm,1
MHmmz,MHmmz/101,Hw,3
MHmmz,MHmmz/101,Pw,3
MHmmz,MHmmz/101,Yc,2
MHmmz,MHmmz/101,Bp,2
MHmmz,MHmmz/101,Bl,3
MHmmz,MHmmz/102,Ba,1
MHmmz,MHmmz/102,Hm,1
MHmmz,MHmmz/102,Yc,3
MHmmz,MHmmz/110,Ba,1
MHmmz,MHmmz/110,Hm,1
MHmmz,MHmmz/110,Hw,3
MHmmz,MHmmz/110,Yc,2
MHmmz,MHmmz/110,Bl,3
MHmmzp,MHmmzp/00,Ba,3
MHmmzp,MHmmzp/00,Hm,3
MHmmzp,MHmmzp/00,Yc,3
MHmsz,MHmsz/101,Ba,1
MHmsz,MHmsz/101,Bl,2
MHmsz,MHmsz/101,Hm,2
MHmsz,MHmsz/101,Pw,2
MHmsz,MHmsz/101,Sx,3
MHmsz,MHmsz/101,Yc,3
MHmsz,MHmsz/102,Bl,1
MHmsz,MHmsz/102,Hm,3
MHmsz,MHmsz/102,Pa,1
MHmsz,MHmsz/102,Pl,3
MHmsz,MHmsz/103,Ba,3
MHmsz,MHmsz/103,Bl,1
MHmsz,MHmsz/103,Hm,2
MHmsz,MHmsz/103,Pw,3
MHmsz,MHmsz/103,Pl,3
MHmsz,MHmsz/110,Ba,2
MHmsz,MHmsz/110,Bl,1
MHmsz,MHmsz/110,Hm,2
MHmsz,MHmsz/110,Sx,2
MHmsz,MHmsz/110,Yc,2
MHmszp,MHmszp/00,Ba,3
MHmszp,MHmszp/00,Bl,3
MHmszp,MHmszp/00,Hm,3
MHmszp,MHmszp/00,Pa,3
MHRFmmz,MHRFmmz/101,Bc,1
MHRFmmz,MHRFmmz/101,Bm,1
MHRFmmz,MHRFmmz/101,Fd,2
MHRFmmz,MHRFmmz/101,Hm,3
MHRFmmz,MHRFmmz/101,Oy,2
MHRFmmz,MHRFmmz/101,Pw,2
MHRFmmz,MHRFmmz/101,Bp,3
MHRFmmz,MHRFmmz/102,Bc,2
MHRFmmz,MHRFmmz/102,Bm,1
MHRFmmz,MHRFmmz/102,Fd,3
MHRFmmz,MHRFmmz/102,Hm,3
MHRFmmz,MHRFmmz/102,Pl,2
MHRFmmz,MHRFmmz/102,Pw,2
MHRFmmz,MHRFmmz/102,Py,3
MHRFmmz,MHRFmmz/110,Bc,2
MHRFmmz,MHRFmmz/110,Bm,1
MHRFmmz,MHRFmmz/110,Hm,3
MHRFmmz,MHRFmmz/110,Qc,3
MHRFmsz,MHRFmsz/101,Bc,2
MHRFmsz,MHRFmsz/101,Bm,1
MHRFmsz,MHRFmsz/101,Hm,3
MHRFmsz,MHRFmsz/101,Pl,2
MHRFmsz,MHRFmsz/101,Pw,2
MHRFmsz,MHRFmsz/101,Ps,2
MHRFmsz,MHRFmsz/102,Bc,1
MHRFmsz,MHRFmsz/102,Bm,1
MHRFmsz,MHRFmsz/102,Oy,2
MHRFmsz,MHRFmsz/102,Pl,2
MHRFmsz,MHRFmsz/102,Pw,2
MHRFmsz,MHRFmsz/102,Py,2
MHRFmsz,MHRFmsz/102,Pz,2
MHRFmsz,MHRFmsz/102,Pa,3
MHRFmsz,MHRFmsz/102,Ps,3
MHRFmsz,MHRFmsz/110,Bc,3
MHRFmsz,MHRFmsz/110,Bm,1
MHRFmsz,MHRFmsz/110,Hm,1
MHRFmsz,MHRFmsz/110,Pl,2
MHRFmsz,MHRFmsz/110,Pw,3
MHRFwmz,MHRFwmz/101,Bc,2
MHRFwmz,MHRFwmz/101,Bm,1
MHRFwmz,MHRFwmz/101,Fd,3
MHRFwmz,MHRFwmz/101,Hm,1
MHRFwmz,MHRFwmz/101,Oy,3
MHRFwmz,MHRFwmz/101,Pw,2
MHRFwmz,MHRFwmz/101,Bp,2
MHRFwmz,MHRFwmz/102,Bm,2
MHRFwmz,MHRFwmz/102,Hm,1
MHRFwmz,MHRFwmz/102,Pl,2
MHRFwmz,MHRFwmz/102,Pw,2
MHRFwmz,MHRFwmz/110,Ba,3
MHRFwmz,MHRFwmz/110,Bc,1
MHRFwmz,MHRFwmz/110,Bm,1
MHRFwmz,MHRFwmz/110,Fd,1
MHRFwmz,MHRFwmz/110,Hm,2
MHRFwmz,MHRFwmz/110,Oa,3
MHun,MHun/d,Hm,2
MHun,MHun/h,Hm,3
MHun,MHun/m,Hm,1
MHunp,MHunp/00,Hm,3
MHwh,MHwh/101,Cw,3
MHwh,MHwh/101,Hm,1
MHwh,MHwh/101,Hw,2
MHwh,MHwh/101,Ss,2
MHwh,MHwh/101,Yc,1
MHwh,MHwh/102,Cw,3
MHwh,MHwh/102,Hm,2
MHwh,MHwh/102,Pl,5
MHwh,MHwh/102,Yc,2
MHwh,MHwh/110,Cw,3
MHwh,MHwh/110,Hm,1
MHwh,MHwh/110,Hw,3
MHwh,MHwh/110,Ss,2
MHwh,MHwh/110,Yc,1
MHwh,MHwh/111,Cw,3
MHwh,MHwh/111,Hm,1
MHwh,MHwh/111,Hw,3
MHwh,MHwh/111,Ss,2
MHwh,MHwh/111,Yc,1
MHwh,MHwh/Wb53,Cw,3
MHwh,MHwh/Wb53,Hm,3
MHwh,MHwh/Wb53,Pl,3
MHwh,MHwh/Wb53,Yc,3
MHwh1,MHwh1/01,Ba,2
MHwh1,MHwh1/01,Cw,2
MHwh1,MHwh1/01,Hm,2
MHwh1,MHwh1/01,Hw,2
MHwh1,MHwh1/01,Ss,2
MHwh1,MHwh1/01,Yc,2
MHwh1,MHwh1/02,Ba,3
MHwh1,MHwh1/02,Cw,2
MHwh1,MHwh1/02,Hm,2
MHwh1,MHwh1/02,Yc,2
MHwh1,MHwh1/03,Cw,2
MHwh1,MHwh1/03,Hm,1
MHwh1,MHwh1/03,Hw,3
MHwh1,MHwh1/03,Ss,2
MHwh1,MHwh1/03,Yc,1
MHwh1,MHwh1/04,Ba,2
MHwh1,MHwh1/04,Cw,2
MHwh1,MHwh1/04,Hm,1
MHwh1,MHwh1/04,Hw,2
MHwh1,MHwh1/04,Yc,1
MHwh1,MHwh1/05,Ba,1
MHwh1,MHwh1/05,Cw,2
MHwh1,MHwh1/05,Hm,2
MHwh1,MHwh1/05,Hw,2
MHwh1,MHwh1/05,Pl,5
MHwh1,MHwh1/05,Ss,2
MHwh1,MHwh1/05,Yc,1
MHwh1,MHwh1/06,Ba,3
MHwh1,MHwh1/06,Hm,2
MHwh1,MHwh1/06,Hw,3
MHwh1,MHwh1/06,Ss,3
MHwh1,MHwh1/06,Yc,2
MHwh1,MHwh1/07,Ba,2
MHwh1,MHwh1/07,Cw,2
MHwh1,MHwh1/07,Hm,2
MHwh1,MHwh1/07,Hw,3
MHwh1,MHwh1/07,Ss,2
MHwh1,MHwh1/07,Yc,2
MHwh1,MHwh1/08,Ba,3
MHwh1,MHwh1/08,Hm,2
MHwh1,MHwh1/08,Hw,3
MHwh1,MHwh1/08,Yc,2
MHwh1,MHwh1/09,Ba,3
MHwh1,MHwh1/09,Cw,2
MHwh1,MHwh1/09,Hm,3
MHwh1,MHwh1/09,Hw,3
MHwh1,MHwh1/09,Ss,3
MHwh1,MHwh1/09,Yc,2
MHwhp,MHwhp/00,Hm,3
MSab,MSab/a,X,1
MSab,MSab/b,Acb,3
MSab,MSab/b,At,2
MSab,MSab/b,Ep,3
MSab,MSab/b,Fd,2
MSab,MSab/b,Pl,1
MSab,MSab/b,Sx,1
MSab,MSab/c,Acb,3
MSab,MSab/c,At,1
MSab,MSab/c,Bb,3
MSab,MSab/c,Ep,3
MSab,MSab/c,Fd,2
MSab,MSab/c,Pl,1
MSab,MSab/c,Sb,3
MSab,MSab/c,Sx,1
MSab,MSab/d,Acb,1
MSab,MSab/d,At,1
MSab,MSab/d,Ep,3
MSab,MSab/d,Sx,2
MSab,MSab/f,Acb,1
MSab,MSab/f,Ep,3
MSab,MSab/f,Sx,1
MSab,MSab/g,Lt,3
MSab,MSab/g,Sb,1
MSab,MSab/g,Sx,3
MScoa,MScoa/00,X,1
MScop,MScop/00,X,1
MSdc1,MSdc1/01,At,3
MSdc1,MSdc1/01,Bl,2
MSdc1,MSdc1/01,Fd,2
MSdc1,MSdc1/01,Lw,4
MSdc1,MSdc1/01,Pa,3
MSdc1,MSdc1/01,Pl,1
MSdc1,MSdc1/01,Pw,3
MSdc1,MSdc1/01,Sx,1
MSdc1,MSdc1/02,Bl,3
MSdc1,MSdc1/02,Fd,2
MSdc1,MSdc1/02,Lw,4
MSdc1,MSdc1/02,Pa,3
MSdc1,MSdc1/02,Pl,1
MSdc1,MSdc1/02,Py,3
MSdc1,MSdc1/02,Sx,3
MSdc1,MSdc1/03,At,3
MSdc1,MSdc1/03,Bl,3
MSdc1,MSdc1/03,Fd,2
MSdc1,MSdc1/03,Lw,4
MSdc1,MSdc1/03,Pa,3
MSdc1,MSdc1/03,Pl,1
MSdc1,MSdc1/03,Pw,3
MSdc1,MSdc1/03,Sx,3
MSdc1,MSdc1/04,Act,3
MSdc1,MSdc1/04,At,3
MSdc1,MSdc1/04,Bl,2
MSdc1,MSdc1/04,Fd,2
MSdc1,MSdc1/04,Pl,1
MSdc1,MSdc1/04,Sx,1
MSdc2,MSdc2/01,Bl,2
MSdc2,MSdc2/01,Fd,2
MSdc2,MSdc2/01,Pa,3
MSdc2,MSdc2/01,Pl,1
MSdc2,MSdc2/01,Sx,2
MSdc2,MSdc2/02,Bl,3
MSdc2,MSdc2/02,Fd,2
MSdc2,MSdc2/02,Pa,3
MSdc2,MSdc2/02,Pl,1
MSdc2,MSdc2/03,Bl,2
MSdc2,MSdc2/03,Fd,1
MSdc2,MSdc2/03,Pa,3
MSdc2,MSdc2/03,Pl,1
MSdc2,MSdc2/04,Bl,2
MSdc2,MSdc2/04,Pa,3
MSdc2,MSdc2/04,Pl,1
MSdc2,MSdc2/04,Sx,2
MSdc2,MSdc2/05,Bl,1
MSdc2,MSdc2/05,Pl,1
MSdc2,MSdc2/05,Sx,1
MSdc2,MSdc2/06,Bl,1
MSdc2,MSdc2/06,Pl,1
MSdc2,MSdc2/06,Sx,1
MSdc2,MSdc2/07,Bl,1
MSdc2,MSdc2/07,Pl,2
MSdc2,MSdc2/07,Sx,1
MSdc2,MSdc2/08,Bl,2
MSdc2,MSdc2/08,Pl,2
MSdc2,MSdc2/08,Sx,1
MSdc3,MSdc3/01,Bl,1
MSdc3,MSdc3/01,Fd,2
MSdc3,MSdc3/01,Lw,4
MSdc3,MSdc3/01,Pl,1
MSdc3,MSdc3/01,Sx,1
MSdc3,MSdc3/02,Fd,2
MSdc3,MSdc3/02,Pa,2
MSdc3,MSdc3/02,Pl,1
MSdc3,MSdc3/02,Py,2
MSdc3,MSdc3/03,Bl,3
MSdc3,MSdc3/03,Fd,2
MSdc3,MSdc3/03,Lw,4
MSdc3,MSdc3/03,Pa,3
MSdc3,MSdc3/03,Pl,1
MSdc3,MSdc3/03,Py,3
MSdc3,MSdc3/03,Sx,3
MSdc3,MSdc3/04,Bl,1
MSdc3,MSdc3/04,Pl,2
MSdc3,MSdc3/04,Sx,1
MSdk,MSdk/101,Act,2
MSdk,MSdk/101,At,2
MSdk,MSdk/101,Bl,3
MSdk,MSdk/101,Ep,2
MSdk,MSdk/101,Fd,2
MSdk,MSdk/101,Lw,4
MSdk,MSdk/101,Pl,2
MSdk,MSdk/101,Sx,1
MSdk,MSdk/102,At,2
MSdk,MSdk/102,Ep,2
MSdk,MSdk/102,Fd,2
MSdk,MSdk/102,Pf,4
MSdk,MSdk/102,Pl,3
MSdk,MSdk/102,Py,3
MSdk,MSdk/103,At,2
MSdk,MSdk/103,Bl,3
MSdk,MSdk/103,Ep,2
MSdk,MSdk/103,Fd,1
MSdk,MSdk/103,Lw,2
MSdk,MSdk/103,Pl,3
MSdk,MSdk/103,Py,4
MSdk,MSdk/103,Sx,3
MSdk,MSdk/104,At,2
MSdk,MSdk/104,Bl,3
MSdk,MSdk/104,Pl,1
MSdk,MSdk/104,Sx,1
MSdk,MSdk/105,At,2
MSdk,MSdk/105,Bl,3
MSdk,MSdk/105,Ep,2
MSdk,MSdk/105,Fd,1
MSdk,MSdk/105,Lw,4
MSdk,MSdk/105,Pl,1
MSdk,MSdk/105,Sx,2
MSdk,MSdk/110,Act,2
MSdk,MSdk/110,At,2
MSdk,MSdk/110,Bl,2
MSdk,MSdk/110,Cw,2
MSdk,MSdk/110,Ep,2
MSdk,MSdk/110,Fd,3
MSdk,MSdk/110,Lw,3
MSdk,MSdk/110,Pl,2
MSdk,MSdk/110,Sx,1
MSdk,MSdk/111,Act,2
MSdk,MSdk/111,At,2
MSdk,MSdk/111,Bl,2
MSdk,MSdk/111,Ep,2
MSdk,MSdk/111,Sx,2
MSdk,MSdk/112,Act,2
MSdk,MSdk/112,At,2
MSdk,MSdk/112,Bl,2
MSdk,MSdk/112,Ep,2
MSdk,MSdk/112,Pl,3
MSdk,MSdk/112,Sx,2
MSdm1,MSdm1/01,At,3
MSdm1,MSdm1/01,Bl,1
MSdm1,MSdm1/01,Fd,2
MSdm1,MSdm1/01,Lw,2
MSdm1,MSdm1/01,Pl,1
MSdm1,MSdm1/01,Sx,1
MSdm1,MSdm1/02,At,3
MSdm1,MSdm1/02,Fd,1
MSdm1,MSdm1/02,Lw,2
MSdm1,MSdm1/02,Pl,1
MSdm1,MSdm1/02,Py,4
